Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
REGN,"Regeneron Pharmaceuticals, Inc.",266,26058994570,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
RGLS,Regulus Therapeutics Inc.,12.1,435688063.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
REIS,"Reis, Inc",18.3,199320306,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
RELV,"Reliv&#39; International, Inc.",1.26,15895649.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
MARK,"Remark Media, Inc.",2.7556,19654576.03,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
REMY,"Remy International, Inc.",19.76,632511849.8,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/remy
RNST,Renasant Corporation,26.22,663567002.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",14.38,440733497.2,n/a,1985,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/regi
RCII,Rent-A-Center Inc.,40.19,2324241796,n/a,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
RENT,Rentrak Corporation,20.54,244254244.5,n/a,1983,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rent
RGEN,Repligen Corporation,9.61,302165961.5,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen
RPRX,Repros Therapeutics Inc.,20.4,468312314.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
RPRXW,Repros Therapeutics Inc.,19.65,0,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprxw
RPRXZ,Repros Therapeutics Inc.,17.02,0,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprxz
RJET,"Republic Airways Holdings, Inc.",11.63,571852589.4,n/a,2004,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/rjet
RBCAA,"Republic Bancorp, Inc.",27.75,576817993.5,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",3.19,82853541.43,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
REFR,Research Frontiers Incorporated,3.94,90289414.3,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/refr
BBRY,Research In Motion Limited,9.24,4843236959,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bbry
REXI,"Resource America, Inc.",8.8,177479209.6,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/rexi
RECN,"Resources Connection, Inc.",13.16,536865990.1,n/a,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn
RGDX,"Response Genetics, Inc.",1.64,53788105,n/a,2007,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/rgdx
MKTG,"Responsys, Inc.",13.63,672850293,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mktg
ROIC,Retail Opportunity Investments Corp.,14.06,945504082.1,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic
ROICU,Retail Opportunity Investments Corp.,16.25,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roicu
ROICW,Retail Opportunity Investments Corp.,2.13,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roicw
RVLT,"Revolution Lighting Technologies, Inc.",4.44,339306092,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/rvlt
REXX,Rex Energy Corporation,18.06,961292587.1,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rexx
RFIL,"RF Industries, Ltd.",5.91,45978558.9,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil
RFMD,"RF Micro Devices, Inc.",5.33,1499189242,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rfmd
RGCO,RGC Resources Inc.,19,89411644,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco
RELL,"Richardson Electronics, Ltd.",12.11,182096871.1,n/a,1983,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rell
RICK,"Rick&#39;s Cabaret International, Inc.",9.09,85945440.96,n/a,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rick
RIGL,"Rigel Pharmaceuticals, Inc.",3.82,332877214.2,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
RNET,"RigNet, Inc.",27.02,430023435.1,n/a,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet
RIMG,Rimage Corporation,8.55,74103457.05,n/a,1992,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rimg
RITT,RIT Technologies Ltd.,3.1999,27886994.1,n/a,1997,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ritt
RIVR,River Valley Bancorp.,22.75,34690838,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rivr
RVBD,"Riverbed Technology, Inc.",17.15,2802707091,n/a,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/rvbd
RVSB,Riverview Bancorp Inc,2.83,63595448.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
RLJE,"RLJ Entertainment, Inc.",5.14,68760586.44,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje
ROCM,Rochester Medical Corporation,15.14,186784345,n/a,1990,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rocm
RCKB,"Rockville Financial, Inc.",13.4,367497157.4,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/rckb
RMTI,"Rockwell Medical, Inc.",5.2,207568197.2,n/a,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",15.21,114129269.3,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",12.46,75875444.12,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf
RSTI,"Rofin-Sinar Technologies, Inc.",24.42,690470957.9,n/a,1996,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rsti
ROMA,Roma Financial Corporation,19.08,574627952.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/roma
ROSG,Rosetta Genomics Ltd.,3.56,34623111.08,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
ROSE,Rosetta Resources Inc.,46.39,2833935178,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rose
ROST,"Ross Stores, Inc.",67.05,14662332879,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost
ROVI,Rovi Corporation,23.55,2435756012,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/rovi
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",1.488,16418847.94,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa
RGLD,"Royal Gold, Inc.",42.17,2723360950,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
ROYL,"Royale Energy, Inc.",2.75,35875028.75,n/a,1970,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/royl
FUND,"Royce Focus Trust, Inc.",7.16,149355144.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fund
RPXC,RPX Corporation,17.76,915946549.9,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc
RRST,RRSat Global Communications Network Ltd.,8.14,141201006.5,n/a,2006,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rrst
RTIX,"RTI Biologics, Inc.",4.11,231272556.5,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",8.43,190346972.2,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RTEC,"Rudolph Technologies, Inc.",12.85,419665772.8,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtec
RUE,"rue21, inc.",41.7,979068587.1,n/a,2009,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rue
RUSHA,"Rush Enterprises, Inc.",26.14,1031757458,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",23.01,908214962.5,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",13.15,471136359,n/a,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth
RYAAY,Ryanair Holdings plc,52.54,15206126800,n/a,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",21.59,641657067,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,7.79,90244057.37,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
SANWZ,S&W Seed Company,0.9599,0,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanwz
SYBT,"S.Y. Bancorp, Inc.",26.28,366840706.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybt
SYBTP,"S.Y. Bancorp, Inc.",10.59,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybtp
SBRA,"Sabra Healthcare REIT, Inc.",27.18,1014736571,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
SBRAP,"Sabra Healthcare REIT, Inc.",25.45,146337500,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbrap
SAEX,"SAExploration Holdings, Inc.",10,134026640,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/saex
SAFT,"Safety Insurance Group, Inc.",53.28,823102260.5,n/a,1993,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft
SGNT,"Sagent Pharmaceuticals, Inc.",22.15,623334933.8,n/a,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgnt
SAIA,"Saia, Inc.",33.26,807549008.4,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
SALM,Salem Communications Corporation,7.88,194484562.2,n/a,1992,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",26.26,44885981.66,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
SLXP,"Salix Pharmaceuticals, Ltd.",69.13,4238001584,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/slxp
SAFM,"Sanderson Farms, Inc.",72.05,1658221528,n/a,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
SNDK,SanDisk Corporation,60.9,14818710644,n/a,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/sndk
SASR,"Sandy Spring Bancorp, Inc.",23.88,596093061.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo BioSciences, Inc.",9.55,513287526.8,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,15.14,1253362281,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,1.94,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
SNTS,"Santarus, Inc.",25.57,1660367571,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snts
SPNS,Sapiens International Corporation N.V.,5.85,228633806.7,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
SAPE,Sapient Corporation,13.88,1938377463,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/sape
SRPT,"Sarepta Therapeutics, Inc.",44.33,1414549997,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt
SVNT,Savient Pharmaceuticals Inc,0.65,47844150.9,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/svnt
SBFG,"SB Financial Group, Inc.",7.9499,38689213.89,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
SBAC,SBA Communications Corporation,78.92,10069984125,n/a,1999,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",33.27,927647281.7,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
SCBT,SCBT Financial Corporation,54.75,932505339.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/scbt
RMGN,SCG Financial Acquisition Corp,11.18,70272817.94,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmgn
SMIT,"Schmitt Industries, Inc.",2.95,8823184.5,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",24.83,658948397.5,n/a,1993,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn
SCHL,Scholastic Corporation,33.02,1053194528,n/a,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl
SCLN,"SciClone Pharmaceuticals, Inc.",5.75,310946941.8,n/a,1992,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scln
SGMS,Scientific Games Corp,12.59,1070217835,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
SQI,"SciQuest, Inc.",24.91,567288009.6,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sqi
SEAC,"SeaChange International, Inc.",11.96,391649395.8,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,2.24,212464060.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology.,46.68,16737224632,n/a,1988,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,1.4,16742994.8,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ship
SHLD,Sears Holdings Corporation,43.95,4676597275,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
SHOS,"Sears Hometown and Outlet Stores, Inc.",42.55,986701353.6,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shos
SGEN,"Seattle Genetics, Inc.",38.12,4622644977,n/a,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
SNFCA,Security National Financial Corporation,6.05,66226252.4,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,30.28,5220382128,n/a,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic
SCSS,Select Comfort Corporation,27.55,1533157500,n/a,1998,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/scss
SLTC,"Selectica, Inc.",8.7,31240508.1,n/a,1980,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sltc
SIGI,"Selective Insurance Group, Inc.",25.3,1404933617,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
LEDS,SemiLEDS Corporation,1.328,36576615.3,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,33.6,2267867885,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,35.84,385368417.3,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,35.27,379239511.1,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
SNMX,"Senomyx, Inc.",2.2,89382321.6,n/a,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snmx
SQNM,"Sequenom, Inc.",4.49,517029018.2,n/a,2000,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sqnm
SREV,"ServiceSource International, Inc.",11.17,855774135.4,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/srev
SEV,"Sevcon, Inc.",4.82,16764870.98,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sev
SVBI,Severn Bancorp Inc,5,50033395,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi
SGOC,"SGOCO Group, Ltd",1.65,28949837.4,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
GAME,Shanda Games Limited,4.1,1104178171,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/game
SMED,Sharps Compliance Corp,2.79,42769187.82,n/a,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/smed
SHEN,Shenandoah Telecommunications Co,18.67,447849126.8,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shen
SHFL,"SHFL Entertainment, Inc.",18.15,1023758427,n/a,1992,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/shfl
SHLO,"Shiloh Industries, Inc.",12.15,206606849.9,n/a,1993,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/shlo
SHPG,Shire plc,102.43,19206851497,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/shpg
SCVL,"Shoe Carnival, Inc.",25.47,521370263.3,n/a,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/scvl
SHBI,Shore Bancshares Inc,7.36,62275087.04,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shbi
SHOR,"ShoreTel, Inc.",4.18,246031393.3,n/a,1986,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shor
SFLY,"Shutterfly, Inc.",57.32,2176550168,n/a,2006,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/sfly
SIFI,"SI Financial Group, Inc.",11.1,112240502.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sifi
SIEB,Siebert Financial Corp.,1.6,35337376,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sieb
BSRR,Sierra Bancorp,15.88,224267507.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsrr
SWIR,"Sierra Wireless, Inc.",13.68,421542305.3,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,1.83,326679867.9,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sify
SIGA,SIGA Technologies Inc.,3.23,168369761,n/a,1994,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/siga
SIGM,"Sigma Designs, Inc.",5.53,188962627.2,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/sigm
SIAL,Sigma-Aldrich Corporation,84.35,10150220642,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/sial
SGMA,"SigmaTron International, Inc.",4.21,16546992.42,n/a,1972,Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma
SBNY,Signature Bank,88.81,4197209534,n/a,2004,Finance,Major Banks,http://www.nasdaq.com/symbol/sbny
SBNYW,Signature Bank,55.91,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbnyw
SLGN,"Silgan Holdings, Inc.",48.7,3104548395,n/a,1997,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/slgn
SILC,Silicom Ltd,41.17,292925085.2,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/silc
SGI,Silicon Graphics International Corp,15.47,523223833.9,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sgi
SIMG,"Silicon Image, Inc.",5.95,459260894.8,n/a,1999,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/simg
SLAB,"Silicon Laboratories, Inc.",45.21,1919017703,n/a,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,10.56,343306497.6,n/a,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/simo
SPIL,"Siliconware Precision Industries Company, Ltd.",6.2,3816720000,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spil
SSRI,Silver Standard Resources Inc.,6.55,528941542.7,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ssri
SAMG,Silvercrest Asset Management Group Inc.,12.65,142312626.5,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/samg
SFNC,Simmons First National Corporation,27.76,458308328.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfnc
SMPL,Simplicity Bancorp Inc.,14.595,120678976.4,n/a,1996,Finance,Savings Institutions,http://www.nasdaq.com/symbol/smpl
SLP,"Simulations Plus, Inc.",4.48,71775464.32,n/a,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,56.5,3765106721,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
SBGI,"Sinclair Broadcast Group, Inc.",31.24,3154777148,n/a,1995,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbgi
SCOK,"SinoCoking Coal and Coke Chemical Industries, Inc",1.313,27732361.44,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/scok
SINO,"Sino-Global Shipping America, Ltd.",1.53,4442876.73,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sino
SVA,"Sinovac Biotech, Ltd.",4.07,224222653.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sva
SIRI,Sirius XM Radio Inc.,3.72,23730847163,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/siri
SIRO,"Sirona Dental Systems, Inc.",67.2,3691819085,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/siro
SKUL,"Skullcandy, Inc.",5.33,147679621.2,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/skul
MOBI,Sky-mobi Limited,3.83,120739306.1,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobi
SPU,"SkyPeople Fruit Juice, Inc.",2.21,58921912.79,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/spu
SKBI,Skystar Bio-Pharmaceutical Company,1.4,10646720,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/skbi
SKYW,"SkyWest, Inc.",14.81,768302783.4,n/a,1986,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/skyw
SWKS,"Skyworks Solutions, Inc.",22.19,4242582101,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/swks
ISM,SLM Corporation,23.48,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ism
JSM,SLM Corporation,21.7,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jsm
OSM,SLM Corporation,24.14,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/osm
SLM,SLM Corporation,23.4,10395152656,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slm
SLMAP,SLM Corporation,49.76,164208000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmap
SLMBP,SLM Corporation,67.32,269280000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmbp
SMT,SMART Technologies Inc.,1.43,59375274.53,n/a,1994,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/smt
SPRO,SmartPros Ltd.,1.6355,7655679.006,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/spro
SWHC,Smith & Wesson Holding Corporation,10.98,706761046.3,n/a,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/swhc
SMSI,"Smith Micro Software, Inc.",1.09,40615655.21,n/a,1984,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,1.8908,30903600.12,n/a,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx
LNCE,"Snyder&#39;s-Lance, Inc.",30.41,2103202036,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/lnce
SODA,SodaStream International Ltd.,59.51,1226572988,n/a,1987,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/soda
SOHU,Sohu.com Inc.,65.18,2492637872,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu
SLRC,Solar Capital Ltd.,24.21,1089607292,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/slrc
SUNS,Solar Senior Capital Ltd.,19.17,220734728.6,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/suns
SCTY,SolarCity Corporation,43.32,3264119763,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/scty
SZYM,"Solazyme, Inc.",11.36,702355901.4,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/szym
SLTM,"Solta Medical, Inc",2.12,168358324.5,n/a,1983,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/sltm
SONC,Sonic Corp.,15.45,863434636.7,n/a,1991,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sonc
SOFO,"Sonic Foundry, Inc.",10.62,41662408.68,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo
SONS,"Sonus Networks, Inc.",3.14,886217224.9,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sons
SORL,"SORL Auto Parts, Inc.",2.62,50578893.02,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sorl
SOHO,Sotherly Hotels Inc.,4.47,45401463.69,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/soho
